"kit_id","transect_location","water_color_forel.ule_scale","water_dissolved_o2_mg_l","water_orp_mv","water_ph","upland_soil_temperature_degC","upland_soil_moisture","transition_soil_temperature_degC","transition_soil_moisture","wetland_soil_temperature_degC","wetland_soil_moisture","latitude","longitude","elevation_m","collection_time_utc","macrophytes_algae","systemtype","volume_ml","notes","soil_type","rotten_egg_smell","color","soil_horizon","ecosystem_code_IGBP","elevation_flag","collection_date","site_name","state","region","samples_collected","air_temperature_degC","barometric_pressure_inhg","weather_conditions","kit_notes","igsn.x","campaign.x","bulk_density_g_cm3","igsn.y","campaign.y","Ca_meq_100g","Mg_meq_100g","Na_meq_100g","K_meq_100g","CEC_meq_100g","Al_meq_100g","igsn.x","campaign.x","specific_conductance_us_cm","igsn.y","campaign.y","moisturecontent_perc_drywtbasis","igsn.x","campaign.x","Fe_ug_g","igsn.y","campaign.y","albite","chlorite","dolomite","halite","hornblende","kaolinite","microcline","muscovite","pyrite","quartz","igsn.x","campaign.x","ph","igsn.y","campaign.y","carbon_weight_perc","igsn.x","campaign.x","percent_clay","percent_sand","percent_silt","igsn.y","campaign.y","nitrogen_weight_perc","igsn.x","campaign.x","pebbles_angular_rounded","root_presence","root_thickness","visible_minerals","visible_organisms","uninhabited_shells","iron_oxidation","glass_plastic","igsn.y","campaign.y","alpha","n","th_r","th_s"
"K019","upland",16,NA,NA,8.032,NA,NA,NA,NA,NA,NA,46.6536,-92.2268,184.21,"18:30:00",NA,NA,NA,NA,"Udifluvents, loamy, 0 to 2 percent slopes, occasionally flooded (1026A)",NA,NA,"Organic",4,NA,"2021-10-04","Boy Scout Landing/St. Louis River","MN","Great Lakes","Water, Sediment, Soil - Wetland, Soil - Transition, Soil - Upland","14","30.18","Overcast, foggy","Heavy rain last 48 hr.","IEEXG008D","EC1",0.489808712174362,"IEEXG008B","EC1",7.08,2.45,0.07,1.12,10.77,0.05,"IEEXG008B","EC1",128,"IEEXG008C","EC1",51,"IEEXG008B","EC1",1076.34,"IEEXG008B","EC1",28.2034,0,0,0,3.5841,5.2025,9.5644,0,0,53.4456,"IEEXG008B","EC1",5.7,"IEEXG008B","EC1",7.341,"IEEXG008D","EC1",12.75,64.79,22.46,"IEEXG008B","EC1",0.633,"IEEXG008B","EC1","none","moderate","fine","none","worms","intact","no","no","IEEXG008D","EC1",0.1665,1.218,0,0.489
"K019","water",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.6533,-92.2266,182.93,"18:00:00","None","Lacestuary",500,"Frequent bubble evolution from sediments.  Methanogenesis?  No H2S smell, though, and sediments remain brown at least 4 cm down.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K019","wetland",16,NA,NA,8.032,NA,NA,NA,NA,NA,NA,46.6534,-92.2267,182.93,"18:30:00",NA,NA,NA,NA,"Water (W)",NA,NA,"Mineral",NA,NA,"2021-10-04","Boy Scout Landing/St. Louis River","MN","Great Lakes","Water, Sediment, Soil - Wetland, Soil - Transition, Soil - Upland","14","30.18","Overcast, foggy","Heavy rain last 48 hr.","IEEXG008A","EC1",1.56542545660582,"IEEXG0088","EC1",0.98,0.76,0.05,0.09,1.92,0.04,"IEEXG0088","EC1",79.9,"IEEXG0089","EC1",12,"IEEXG0088","EC1",1070.51,"IEEXG0088","EC1",7.6642,0,0.7487,0,0,0,11.7668,0,0,79.8203,"IEEXG0088","EC1",6.94,NA,NA,NA,"IEEXG008A","EC1",5.91,89.53,4.55,NA,NA,NA,"IEEXG0088","EC1","none","none",NA,"quartz","none","none","no","no","IEEXG008A","EC1",0.0232,2.022,0,0.378
"K020","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K020","transition",NA,NA,NA,8.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-10-04","Tischer Creek, Lake Superior","MN","Great Lakes","Water, Soil - Upland","20","30.18","Partly cloudy","Heavy rain last 48 hours",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K020","upland",NA,NA,NA,8.14,NA,NA,NA,NA,NA,NA,46.8145,-92.0515,185.99,"19:30:00",NA,NA,NA,"Maple and fir trees","Urban land-Amnicon-Rock outcrop complex, 0 to 18 percent slopes (E25D)",NA,NA,"Organic",5,NA,"2021-10-04","Tischer Creek, Lake Superior","MN","Great Lakes","Water, Soil - Upland","20","30.18","Partly cloudy","Heavy rain last 48 hours","IEEXG008T","EC1",0.688652482269504,"IEEXG008R","EC1",4.04,1.75,0.06,0.38,6.36,0.13,"IEEXG008R","EC1",87.9,"IEEXG008S","EC1",41,"IEEXG008R","EC1",3317.58,"IEEXG008R","EC1",23.7027,3.6048,0,0,2.777,3.2612,10.6195,0,0,56.0349,"IEEXG008R","EC1",5.51,"IEEXG008R","EC1",7.633,"IEEXG008T","EC1",14.68,40.43,44.89,"IEEXG008R","EC1",0.633,"IEEXG008R","EC1","angular","moderate","fine","none","none","none","no","no","IEEXG008T","EC1",0.0535,1.264,0,0.735
"K020","water",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.8143,-92.0515,184.83,"19:30:00","None","Lake",500,"0.5+ m waves, in lee of pier. No water color. Water clear, but too choppy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K020","wetland",NA,NA,NA,8.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-10-04","Tischer Creek, Lake Superior","MN","Great Lakes","Water, Soil - Upland","20","30.18","Partly cloudy","Heavy rain last 48 hours",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K021","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.6056,-83.1526,174.15,"15:00:00",NA,NA,NA,NA,"Water (W)","No","Dark Chocolate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K021","transition",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.6053,-83.1536,174.15,"14:45:00",NA,NA,NA,NA,"Toledo silty clay, 0 to 1 percent slopes, flooded (Tp)",NA,NA,"Organic",NA,NA,"2021-10-11","Magee Marsh Turtle Creek Bay","OH","Great Lakes","Water, Sediment, Soil - Wetland, Soil - Transition, Soil - Upland","24","30","Sunny","Within one week of sampling there was a water control structure built near the sampling location (~10 meters). This was to reconnect the wetland unit to Turtle Creek, but there had not been any opening of the control structure prior to sampling.","IEEXG009C","EC1",0.282162162162162,"IEEXG009A","EC1",8.21,5.51,0.2,0.55,14.47,NA,"IEEXG009A","EC1",743,"IEEXG009B","EC1",270,"IEEXG009A","EC1",5851.7,"IEEXG009A","EC1",7.0215,1.0559,1.0529,0,0,7.837,8.2924,38.8717,0,35.8684,"IEEXG009A","EC1",5.52,"IEEXG009A","EC1",11.458,"IEEXG009C","EC1",17.66,14.04,68.3,"IEEXG009A","EC1",1.104,"IEEXG009A","EC1","angular","few","fine","none","worms","intact","no","no","IEEXG009C","EC1",0.0372,1.258,0,0.839
"K021","upland",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.6053,-83.1537,174.15,"14:40:00",NA,NA,NA,"The soil sample was taken on the east side of the dike. On the soil ID app this area was considered ""water"". But the west side of the dike was considered ""Toldeo/Fulton"" soil series and that is what we recorded. The dike was considered upland because there were mature trees established.","Toledo silty clay, 0 to 1 percent slopes, flooded (Tp)",NA,NA,"Organic",11,NA,"2021-10-11","Magee Marsh Turtle Creek Bay","OH","Great Lakes","Water, Sediment, Soil - Wetland, Soil - Transition, Soil - Upland","24","30","Sunny","Within one week of sampling there was a water control structure built near the sampling location (~10 meters). This was to reconnect the wetland unit to Turtle Creek, but there had not been any opening of the control structure prior to sampling.","IEEXG0099","EC1",0.690551181102362,"IEEXG0097","EC1",5.45,1.81,0.2,0.22,7.68,NA,"IEEXG0097","EC1",272,"IEEXG0098","EC1",27,"IEEXG0097","EC1",1453.6,"IEEXG0097","EC1",10.7547,0.7366,6.5303,0,0,5.3128,9.3526,26.5329,0,40.7801,"IEEXG0097","EC1",5.72,"IEEXG0097","EC1",7.029,"IEEXG0099","EC1",10.77,20.49,68.74,"IEEXG0097","EC1",0.526,"IEEXG0097","EC1","angular","few","fine","none","none","none","no","no","IEEXG0099","EC1",0.5,1.135,0,0.213
"K021","water",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.6056,-83.1526,174.15,"14:50:00","Macrophytes, Algae","Lacestuary",120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K021","wetland",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.6054,-83.1533,174.15,"14:30:00",NA,NA,NA,NA,"Water (W)",NA,NA,"Organic",NA,NA,"2021-10-11","Magee Marsh Turtle Creek Bay","OH","Great Lakes","Water, Sediment, Soil - Wetland, Soil - Transition, Soil - Upland","24","30","Sunny","Within one week of sampling there was a water control structure built near the sampling location (~10 meters). This was to reconnect the wetland unit to Turtle Creek, but there had not been any opening of the control structure prior to sampling.","IEEXG0096","EC1",0.225879357799327,"IEEXG0094","EC1",7.2,3.3,0.39,0.3,11.19,NA,"IEEXG0094","EC1",244,"IEEXG0095","EC1",305,"IEEXG0094","EC1",5760.41,"IEEXG0094","EC1",7.0221,0.7424,1.3105,0,0,6.3579,7.2518,34.5249,0,42.7903,"IEEXG0094","EC1",6.66,"IEEXG0094","EC1",7.604,NA,NA,NA,NA,NA,"IEEXG0094","EC1",0.862,"IEEXG0094","EC1","none","moderate","fine","none","molluscs","intact","no","no","IEEXG0096","EC1",0.0238,1.303,0,0.598
"K022","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.4629,-82.9971,174.04,"16:40:00",NA,NA,NA,NA,"Toledo silty clay, 0 to 1 percent slopes, flooded (Tp)","Yes","Dark Chocolate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K022","transition",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.4623,-82.9974,174.37,"6:35:00",NA,NA,NA,NA,"Toledo silty clay, 0 to 1 percent slopes, flooded (Tp)",NA,NA,"Organic",NA,NA,"2021-10-11","Winous Point","OH","Great Lakes","Water, Sediment, Soil - Wetland, Soil - Transition, Soil - Upland","28","30","Partly Cloudy",NA,"IEEXG009S","EC1",0.226490066225166,"IEEXG009Q","EC1",9.63,6.08,0.48,0.59,16.78,NA,"IEEXG009Q","EC1",1080,"IEEXG009R","EC1",353,"IEEXG009Q","EC1",1464.29,"IEEXG009Q","EC1",11.1191,0,0,0,8.8206,14.0787,18.429,0,5.2703,42.2822,"IEEXG009Q","EC1",5.16,"IEEXG009Q","EC1",24.205,NA,NA,NA,NA,NA,"IEEXG009Q","EC1",2.714,"IEEXG009Q","EC1","none","moderate","fine","none","none","none","no","no","IEEXG009S","EC1",0.0552,1.324,0,0.91
"K022","upland",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.4621,-82.9974,174.47,"18:30:00",NA,NA,NA,NA,"Toledo silty clay, 0 to 1 percent slopes, flooded (Tp)",NA,NA,"Organic",11,NA,"2021-10-11","Winous Point","OH","Great Lakes","Water, Sediment, Soil - Wetland, Soil - Transition, Soil - Upland","28","30","Partly Cloudy",NA,"IEEXG009P","EC1",0.724683544303797,"IEEXG009N","EC1",5.01,3.37,0.08,0.92,9.38,NA,"IEEXG009N","EC1",95.7,"IEEXG009O","EC1",58,"IEEXG009N","EC1",5504.39,"IEEXG009N","EC1",7.9279,0.7994,0,0,0,7.123,9.4361,37.2216,0,37.4919,"IEEXG009N","EC1",5.63,"IEEXG009N","EC1",5.275,"IEEXG009P","EC1",36.17,5.84,57.99,"IEEXG009N","EC1",0.688,"IEEXG009N","EC1","none","few","fine","none","insects","none","no","no","IEEXG009P","EC1",0.0488,1.169,0,0.713
"K022","water",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.4629,-82.9971,174.04,"16:30:00","Macrophytes, Algae","Lacestuary",200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K022","wetland",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.4626,-82.9973,174.31,"4:45:00",NA,NA,NA,NA,"Toledo silty clay, 0 to 1 percent slopes, flooded (Tp)",NA,NA,"Organic",NA,NA,"2021-10-11","Winous Point","OH","Great Lakes","Water, Sediment, Soil - Wetland, Soil - Transition, Soil - Upland","28","30","Partly Cloudy",NA,"IEEXG009M","EC1",0.382918149466192,"IEEXG009K","EC1",8.65,5.41,0.39,0.36,14.85,0.04,"IEEXG009K","EC1",300,"IEEXG009L","EC1",181,"IEEXG009K","EC1",1375.1,"IEEXG009K","EC1",5.9505,0,0,0,0,8.4351,8.2009,40.5335,1.4904,35.3896,"IEEXG009K","EC1",5.63,NA,NA,NA,NA,NA,NA,NA,NA,"IEEXG009K","EC1",1.43,"IEEXG009K","EC1","none","few","fine","none","none","none","no","no","IEEXG009M","EC1",0.0551,1.257,0,0.785
"K023","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.8158,-76.7033,0.6,"13:19:00",NA,NA,NA,"Soil very clayey, color not quite grey, not quite brown/red either, dull grey/brown (didnt bring a color book)","Nanticoke and Mannington soils, tidally flooded (NM)","No","Grey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K023","transition",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-10-04","Jug Bay- Chris Swarth Boardwalk","MD","Mid-Atlantic","Water, Sediment, Soil - Wetland, Soil - Upland","21.7","29.9434","Partly cloudy, humid","Samples collected along CS Boardwalk trail at Jug Bay wetland sanctuary. Outgoing tide conditions.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K023","upland",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.7511,-76.7019,10.37,"13:49:00",NA,NA,NA,"Seems sandy, lots of ants! Soil is very organic, many roots; iPhone used for elevation",NA,NA,NA,"Mineral",4,NA,"2021-10-04","Jug Bay- Chris Swarth Boardwalk","MD","Mid-Atlantic","Water, Sediment, Soil - Wetland, Soil - Upland","21.7","29.9434","Partly cloudy, humid","Samples collected along CS Boardwalk trail at Jug Bay wetland sanctuary. Outgoing tide conditions.","IEEXG00A5","EC1",0.428378378378378,"IEEXG00A3","EC1",0.09,0.36,0.07,0.3,2.47,1.65,"IEEXG00A3","EC1",138,"IEEXG00A4","EC1",48,"IEEXG00A3","EC1",737.1,"IEEXG00A3","EC1",10.137,0,0,0,0,4.3205,2.0562,0,0,83.4863,"IEEXG00A3","EC1",4.13,"IEEXG00A3","EC1",17.678,"IEEXG00A5","EC1",13.25,80.17,6.58,"IEEXG00A3","EC1",1.596,"IEEXG00A3","EC1","none","moderate","fine","quartz","none","none","no","no",NA,NA,NA,NA,NA,NA
"K023","water",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.8014,-76.7033,0.61,"13:00:00","None","Tidal Stream",220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K023","wetland",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.8014,-76.7031,0.58,"13:34:00",NA,NA,NA,"Very organic, lots of roots and plant material; iPhone used for elevation","Nanticoke and Mannington soils, 0 to 1 percent slopes, tidally flooded (NMA)",NA,NA,"Organic",NA,NA,"2021-10-04","Jug Bay- Chris Swarth Boardwalk","MD","Mid-Atlantic","Water, Sediment, Soil - Wetland, Soil - Upland","21.7","29.9434","Partly cloudy, humid","Samples collected along CS Boardwalk trail at Jug Bay wetland sanctuary. Outgoing tide conditions.","IEEXG00A2","EC1",0.142082165029557,"IEEXG00A0","EC1",4.18,1.36,0.8,0.28,6.69,0.07,"IEEXG00A0","EC1",408,"IEEXG00A1","EC1",605,"IEEXG00A0","EC1",1333.47,"IEEXG00A0","EC1",1.7956,0,0,0,0,20.4332,4.4496,32.2005,0,41.1211,"IEEXG00A0","EC1",5.04,"IEEXG00A0","EC1",15.874,NA,NA,NA,NA,NA,"IEEXG00A0","EC1",1.419,"IEEXG00A0","EC1","none","moderate","fine","none","none","none","yes","no",NA,NA,NA,NA,NA,NA
"K024","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.2087,-75.8044,0.17,"13:50:00",NA,NA,NA,"lots of root material, sandy","Transquaking and Mispillion soils, very frequently flooded, tidal (TP)","Yes","Grey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K024","transition",15,4.9,NA,7.04,NA,NA,NA,NA,NA,NA,38.2105,-75.8056,0.63,"14:23:00",NA,NA,NA,"Ghost forest, on the upland/upslope edge of the wetland vegetation creep. Dead pine, S. patens encroaching, other wetland plants coexisting with young pine seedlings. Soil organic, rooty, pine needles everywhere.","Manokin silt loam, 0 to 2 percent slopes (MdA)",NA,NA,"Organic",NA,NA,"2021-10-12","Monie Bay - CBNERR-MD","MD","Mid-Atlantic","Water, Sediment, Soil - Wetland, Soil - Transition, Soil - Upland","20.56",NA,"Partly/Mostly Cloudy","Cloudy when took sediment/water/wetland, cleared later during soil sampling. Took water/sediment samples off of Drawbridge Pier, next to Monie Bay SWMP station.","IEEXG00AO","EC1",0.356451612903226,"IEEXG00AM","EC1",2.41,10.84,15.61,1.31,30.23,0.06,"IEEXG00AM","EC1",6730,"IEEXG00AN","EC1",148,"IEEXG00AM","EC1",5728.42,"IEEXG00AM","EC1",5.1251,0,0,2.9028,0,5.569,8.1934,0,0,78.2098,"IEEXG00AM","EC1",5.12,"IEEXG00AM","EC1",9.35,NA,NA,NA,NA,NA,"IEEXG00AM","EC1",0.821,"IEEXG00AM","EC1","none","few","fine","none","none","none","no","no","IEEXG00AO","EC1",0.0195,1.252,0,0.805
"K024","upland",15,4.9,NA,7.04,NA,NA,NA,NA,NA,NA,38.2108,-75.8054,0.91,"14:38:00",NA,NA,NA,"Very thick organic layer in pine forest, some sand mixed in. Forest is primarily loblolly pine, with some oak and holly","Manokin silt loam, 0 to 2 percent slopes (MdA)",NA,NA,"Organic",1,NA,"2021-10-12","Monie Bay - CBNERR-MD","MD","Mid-Atlantic","Water, Sediment, Soil - Wetland, Soil - Transition, Soil - Upland","20.56",NA,"Partly/Mostly Cloudy","Cloudy when took sediment/water/wetland, cleared later during soil sampling. Took water/sediment samples off of Drawbridge Pier, next to Monie Bay SWMP station.","IEEXG00AL","EC1",0.242231075697211,"IEEXG00AJ","EC1",2.08,8.17,17.29,1.12,29.48,0.82,"IEEXG00AJ","EC1",1630,"IEEXG00AK","EC1",151,"IEEXG00AJ","EC1",1000.92,"IEEXG00AJ","EC1",8.3515,0,1.1631,0,0,4.6348,0,0,0,85.8505,"IEEXG00AJ","EC1",4.18,"IEEXG00AJ","EC1",26.575,NA,NA,NA,NA,NA,"IEEXG00AJ","EC1",1.079,"IEEXG00AJ","EC1","none","few","fine","quartz","none","none","no","no","IEEXG00AL","EC1",0.0885,1.333,0,0.32
"K024","water",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.2087,-75.8044,0.17,"13:44:00","None","Estuary",840,"Salinity 12.6ppt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K024","wetland",15,4.9,NA,7.04,NA,NA,NA,NA,NA,NA,38.2088,-75.8044,0.47,"14:04:00",NA,NA,NA,"High marsh spartina patens, surrounded by J. roemerianus, P. australis and S. alterniflora. Solid root mat in the first 10-20cm of soil. Very organic, little mineral material. Marsh was flooded to a depth of 1-2 cm.","Transquaking and Mispillion soils, very frequently flooded, tidal (TP)",NA,NA,"Organic",NA,NA,"2021-10-12","Monie Bay - CBNERR-MD","MD","Mid-Atlantic","Water, Sediment, Soil - Wetland, Soil - Transition, Soil - Upland","20.56",NA,"Partly/Mostly Cloudy","Cloudy when took sediment/water/wetland, cleared later during soil sampling. Took water/sediment samples off of Drawbridge Pier, next to Monie Bay SWMP station.","IEEXG00AI","EC1",0.11487414187643,NA,NA,NA,NA,NA,NA,NA,NA,"IEEXG00AG","EC1",8680,"IEEXG00AH","EC1",774,"IEEXG00AG","EC1",336.2,"IEEXG00AG","EC1",7.4429,0,0,30.4373,0,14.8565,7.3383,0,1.07,38.855,"IEEXG00AG","EC1",6.07,NA,NA,NA,NA,NA,NA,NA,NA,"IEEXG00AG","EC1",1.393,"IEEXG00AG","EC1","none","many","fine","none","none","none","no","no","IEEXG00AI","EC1",0.035,1.342,0,0.884
"K025","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.8873,-76.5621,0.31,"19:45:00",NA,NA,NA,"Collected at 5-10 cm subsurface of water. Taped the sample bag shut because the fine particles clogged the seal seam. Elevation was not taken, but I can get this at a later date, along with more precise latitude and longitude coordinates.","Widewater and Issue soils, 0 to 2 percent slopes, frequently flooded (WBA)","No","Black, Grey, Reddish, Light Chocolate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K025","transition",17,1.3,NA,6.61,19.8,NA,19.5,NA,19.6,NA,38.8873,-76.5621,0.31,"20:15:00",NA,NA,NA,NA,"Widewater and Issue soils, 0 to 2 percent slopes, frequently flooded (WBA)",NA,NA,"Organic",NA,NA,"2021-10-04","Muddy Creek","MD","Mid-Atlantic","Water, Sediment, Soil - Wetland, Soil - Transition, Soil - Upland","25.9",NA,"Partly cloudy, brief sprinkles of rain; sunny at times; breezy",NA,"IEEXG00B4","EC1",0.406227106227106,"IEEXG00B2","EC1",2.69,6.07,5.3,0.52,14.62,0.04,"IEEXG00B2","EC1",848,"IEEXG00B3","EC1",173,"IEEXG00B2","EC1",5834.5,"IEEXG00B2","EC1",3.1631,0,0,0,0,8.9774,6.7404,22.7207,0,58.3984,"IEEXG00B2","EC1",5.82,"IEEXG00B2","EC1",7.78,"IEEXG00B4","EC1",11.02,28.96,60.02,"IEEXG00B2","EC1",0.645,"IEEXG00B2","EC1","none","few","fine","none","none","none","yes","no","IEEXG00B4","EC1",0.0108,1.27,0,0.839
